,student_id,address,gender,second_perc,high_perc,high_spec,degree_perc,degree_type,work_experience,experience_years,employability_perc,mba_spec,mba_perc,salary,placed,start_date,end_date,duration
103,17367,"PSC 2994, Box 1804
APO AE 05822",M,73.0,78.0,Science,73.0,Sci&Tech,True,1,85.0,Mkt&HR,65.83,24000.0,True,2020-01-25,2020-04-25,3.0
104,17368,"5449 Evans Well
Port Brett, DE 56274",M,69.0,63.0,Science,65.0,Comm&Mgmt,True,1,55.0,Mkt&HR,58.23,36000.0,True,2020-01-02,2020-07-07,6.0
105,17369,"79045 Mary Prairie
East Christina, GA 42034",M,59.0,64.0,Science,58.0,Sci&Tech,False,0,85.0,Mkt&HR,55.3,,False,,,
106,17370,"3994 Lori Viaduct
Lake Sarah, FL 33340",M,61.08,50.0,Science,54.0,Sci&Tech,False,0,71.0,Mkt&Fin,65.69,,False,,,
107,17371,"048 Molly Wells Apt. 471
East Robertville, FL 06498",M,82.0,90.0,Commerce,83.0,Comm&Mgmt,False,0,80.0,Mkt&HR,73.52,20000.0,True,2020-01-23,2020-04-26,3.0
108,17372,"Unit 4181 Box 7016
DPO AP 47399",M,61.0,82.0,Commerce,69.0,Comm&Mgmt,False,0,84.0,Mkt&Fin,58.31,30000.0,True,2020-01-18,2020-04-10,3.0
109,17373,"47565 Davis Expressway
Denisemouth, ID 54974",M,52.0,63.0,Science,65.0,Sci&Tech,True,1,86.0,Mkt&HR,56.09,,False,,,
110,17374,"725 Amber Path
New Tonyaville, NJ 22954",F,69.5,70.0,Science,72.0,Sci&Tech,False,0,57.2,Mkt&HR,54.8,25000.0,True,2020-07-16,2020-10-14,3.0
111,17375,"036 Gregory Expressway Suite 918
West Jesus, ME 15970",M,51.0,54.0,Science,61.0,Sci&Tech,False,0,60.0,Mkt&HR,60.64,,False,,,
112,17376,"32455 Michael Row Apt. 500
West Timothymouth, ME 06123",M,58.0,61.0,Commerce,61.0,Comm&Mgmt,False,0,58.0,Mkt&HR,53.94,25000.0,True,2020-01-22,2020-08-01,6.0
113,17377,"26682 Gabrielle Villages
Philipchester, OH 87032",F,73.96,79.0,Commerce,67.0,Comm&Mgmt,False,0,72.15,Mkt&Fin,63.08,28000.0,True,2020-07-03,2020-09-18,3.0
114,17378,"8377 Wood Centers
Scotthaven, AZ 61115",M,65.0,68.0,Science,69.0,Comm&Mgmt,False,0,53.7,Mkt&HR,55.01,25000.0,True,2020-07-27,2020-10-24,3.0
115,17379,"PSC 7593, Box 4710
APO AA 62043",F,73.0,63.0,Science,66.0,Comm&Mgmt,False,0,89.0,Mkt&Fin,60.5,21600.0,True,2020-01-21,2020-07-09,6.0
116,17380,"2213 Brittney Springs Apt. 360
Lake Maliktown, UT 69290",M,68.2,72.8,Commerce,66.6,Comm&Mgmt,True,1,96.0,Mkt&Fin,70.85,30000.0,True,2020-01-05,2020-07-04,6.0
117,17381,"872 Harris Mount Apt. 800
West Jasonmouth, NV 60755",M,77.0,75.0,Science,73.0,Sci&Tech,False,0,80.0,Mkt&Fin,67.05,24000.0,True,2020-01-06,2020-07-01,6.0
118,17382,"212 Jamie Ports Apt. 436
Sullivanchester, CA 19730",M,76.0,80.0,Science,78.0,Sci&Tech,True,1,97.0,Mkt&HR,70.48,27600.0,True,2020-07-26,2020-10-19,3.0
119,17383,"241 Golden Drive
Christinafurt, NJ 40726",M,60.8,68.4,Commerce,64.6,Comm&Mgmt,True,1,82.66,Mkt&Fin,64.34,94000.0,True,2020-01-22,2021-01-18,12.0
120,17384,"365 Rocha Center
New Marilyn, KS 06019",M,58.0,40.0,Science,59.0,Comm&Mgmt,False,0,73.0,Mkt&HR,58.81,,False,,,
121,17385,"767 Katherine Turnpike Apt. 168
Port Makaylaview, SC 68136",F,64.0,67.0,Science,69.6,Sci&Tech,True,1,55.67,Mkt&HR,71.49,25000.0,True,2020-06-30,2020-10-06,3.0
122,17386,"29282 Kelley Orchard
Martinezview, CT 78137",F,66.5,66.8,Arts,69.3,Comm&Mgmt,True,1,80.4,Mkt&Fin,71.0,23600.0,True,2020-07-10,2020-10-05,3.0
123,17387,"028 Lauren Lane Suite 946
West Evelynbury, MN 95448",M,74.0,59.0,Commerce,73.0,Comm&Mgmt,True,1,60.0,Mkt&HR,56.7,24000.0,True,2020-01-15,2020-07-15,6.0
124,17388,"46953 William Brooks Suite 176
New Patrickhaven, CT 31623",M,67.0,71.0,Science,64.33,Others,True,1,64.0,Mkt&HR,61.26,25000.0,True,2020-01-25,2021-01-28,12.0
125,17389,"51290 Escobar Place
South Madison, WI 89087",F,84.0,73.0,Commerce,73.0,Comm&Mgmt,False,0,75.0,Mkt&Fin,73.33,35000.0,True,2020-01-08,2020-04-09,3.0
126,17390,"6994 White Falls
Lake Cynthiaborough, CT 15835",F,79.0,61.0,Science,75.5,Sci&Tech,True,1,70.0,Mkt&Fin,68.2,21000.0,True,2020-01-17,2020-07-14,6.0
127,17391,"309 Megan Courts
North Steventown, IN 09095",F,72.0,60.0,Science,69.0,Comm&Mgmt,False,0,55.5,Mkt&HR,58.4,25000.0,True,2020-07-21,2020-10-28,3.0
128,17392,"8897 Brandon Ports
New Patriciachester, MS 76485",M,80.4,73.4,Science,77.72,Sci&Tech,True,1,81.2,Mkt&HR,76.26,40000.0,True,2020-01-18,2020-04-12,3.0
129,17393,"8383 Kirsten Parkways Apt. 190
Lake Danielleside, CT 31253",M,76.7,89.7,Commerce,66.0,Comm&Mgmt,True,1,90.0,Mkt&Fin,68.55,25000.0,True,2020-01-12,2020-04-22,3.0
130,17394,"51656 Emily Knolls
North Alyssabury, NV 19983",M,62.0,65.0,Commerce,60.0,Comm&Mgmt,False,0,84.0,Mkt&Fin,64.15,,False,,,
131,17395,"809 Veronica Landing
South Ashleystad, NH 10618",F,74.9,57.0,Science,62.0,Others,True,1,80.0,Mkt&Fin,60.78,36000.0,True,2020-07-22,2020-10-06,3.0
132,17396,"793 Rebecca Isle Apt. 327
South Nicoleport, HI 53976",M,67.0,68.0,Commerce,64.0,Comm&Mgmt,True,1,74.4,Mkt&HR,53.49,30000.0,True,2020-07-08,2020-09-28,3.0
133,17397,"9647 Martin Divide
North William, NY 73345",M,73.0,64.0,Commerce,77.0,Comm&Mgmt,True,1,65.0,Mkt&HR,60.98,25000.0,True,2020-01-04,2020-03-20,3.0
134,17398,"200 Rivera Club
Carlfort, SC 50953",F,77.44,92.0,Commerce,72.0,Comm&Mgmt,True,1,94.0,Mkt&Fin,67.13,25000.0,True,2020-07-23,2020-10-10,3.0
135,17399,"99895 Jorge Manor Apt. 381
West Christine, FL 52315",F,72.0,56.0,Science,69.0,Comm&Mgmt,False,0,55.6,Mkt&HR,65.63,20000.0,True,2020-01-10,2020-07-12,6.0
136,17400,"785 Snyder Bypass
Port Joseph, CA 72779",F,47.0,59.0,Arts,64.0,Comm&Mgmt,False,0,78.0,Mkt&Fin,61.58,,False,,,
137,17401,"43733 Sara Forges Suite 447
West Sarahmouth, OK 51013",M,67.0,63.0,Commerce,72.0,Comm&Mgmt,False,0,56.0,Mkt&HR,60.41,22500.0,True,2020-01-28,2020-07-23,6.0
138,17402,"022 Macias Path
Veronicaberg, MT 54117",F,82.0,64.0,Science,73.0,Sci&Tech,True,1,96.0,Mkt&Fin,71.77,25000.0,True,2020-01-10,2020-07-20,6.0
